WorkDay,Holiday,conditions,hour,temp,feelslike,dew,humidity,cloudcover,visibility
True,False,Partially cloudy,21,11.1,11.1,6.9,74.86,68.2,22.4
True,False,Partially cloudy,22,11.6,11.6,7.7,76.51,86.9,17.8
True,False,Partially cloudy,23,10.8,10.8,7.7,80.66,48.6,20.9
True,False,Partially cloudy,0,10.3,10.3,7.7,83.4,42.1,20.9
True,False,Partially cloudy,1,10.1,10.1,8.0,86.82,56.0,16.2
True,False,Partially cloudy,2,9.6,9.6,7.6,87.37,77.6,17.8
True,False,Partially cloudy,3,9.8,9.8,8.0,88.57,65.4,17.8
True,False,Partially cloudy,4,9.6,6.6,7.8,88.54,65.4,17.8
True,False,Partially cloudy,5,9.5,9.5,7.5,87.35,47.2,17.8
True,False,Partially cloudy,6,9.6,9.6,7.6,87.35,80.7,22.4
True,False,Partially cloudy,7,9.6,9.6,7.3,85.61,42.6,16.2
True,False,Partially cloudy,8,8.5,8.5,6.6,87.84,20.9,16.2
True,False,Clear,9,9.1,9.1,7.0,86.69,16.7,19.3
True,False,Clear,10,10.5,10.5,7.3,80.58,16.7,22.4
True,False,Partially cloudy,11,11.8,11.8,7.1,72.97,53.2,22.4
True,False,Partially cloudy,12,11.5,11.5,7.1,74.41,43.8,19.3
True,False,Partially cloudy,13,11.6,11.6,7.1,73.91,62.2,22.4
True,False,Partially cloudy,14,11.6,11.6,7.1,73.89,62.2,17.8
True,False,Partially cloudy,15,11.6,11.6,7.0,73.41,37.8,22.4
True,False,Partially cloudy,16,11.1,11.1,6.8,74.85,37.8,22.4
True,False,Partially cloudy,17,10.5,10.5,6.8,77.88,44.0,22.4
True,False,Partially cloudy,18,9.1,9.1,6.1,81.53,25.2,22.4
True,False,Partially cloudy,19,8.9,8.9,7.0,88.45,89.9,22.4
True,False,Overcast,20,10.1,10.1,7.5,83.91,96.2,19.3
True,False,Overcast,21,10.5,10.5,7.0,78.96,96.2,15.9
True,False,Overcast,22,10.1,10.1,6.3,77.29,100.0,16.2
True,False,Overcast,23,9.6,9.6,4.9,72.06,96.2,22.4
True,False,Overcast,0,9.6,9.6,4.9,72.06,100.0,20.9
True,False,Overcast,1,9.3,9.3,5.3,76.1,96.2,22.4
True,False,Overcast,2,9.3,9.3,5.3,76.11,96.2,17.8
True,False,Overcast,3,9.1,9.1,4.9,74.52,100.0,15.6
True,False,Overcast,4,8.8,8.8,5.5,79.81,93.0,16.2
True,False,Overcast,5,8.6,8.6,5.3,79.8,93.0,20.9
True,False,Partially cloudy,6,8.5,6.6,5.1,79.24,86.9,19.3
True,False,Partially cloudy,7,7.6,7.6,4.9,82.48,90.0,20.9
True,False,Overcast,8,7.6,7.6,5.1,84.2,93.0,22.4
True,False,Partially cloudy,9,8.0,8.0,5.5,84.24,90.0,22.4
True,False,Partially cloudy,10,8.3,8.3,5.6,83.13,86.9,8.8
True,False,Overcast,11,8.8,8.8,5.6,80.35,93.0,22.4
True,False,Overcast,12,9.6,9.6,5.8,77.19,93.0,20.9
True,False,Overcast,13,10.0,10.0,5.3,72.61,93.0,22.4
True,False,Overcast,14,10.1,10.1,5.5,73.13,93.0,22.4
True,False,Overcast,15,10.1,10.1,5.1,71.14,93.0,22.4
True,False,Overcast,16,10.1,10.1,5.3,72.13,96.2,22.4
True,False,Overcast,17,10.0,10.0,5.3,72.61,96.2,22.4
True,False,Overcast,18,9.8,9.8,5.5,74.61,93.0,22.4
True,False,Overcast,19,10.1,10.1,5.6,73.64,96.2,22.4
True,False,Overcast,20,9.8,9.8,6.0,77.23,93.8,14.0
True,False,Partially cloudy,21,9.3,9.3,6.0,79.89,56.3,20.9
True,False,Overcast,22,9.0,9.0,6.3,83.21,93.1,15.6
True,False,Partially cloudy,23,9.3,9.3,6.1,80.44,90.0,20.9
True,False,Overcast,0,9.1,6.6,5.6,78.75,93.1,20.9
True,False,Overcast,1,9.5,9.5,5.6,76.67,96.2,22.4
True,False,Overcast,2,9.8,9.8,6.1,77.78,96.2,22.4
True,False,Partially cloudy,3,9.5,9.5,6.6,82.15,68.6,9.1
True,False,Partially cloudy,4,9.5,6.7,7.0,84.42,90.0,20.9
True,False,Partially cloudy,5,9.8,9.8,6.6,80.48,90.0,17.8
True,False,Partially cloudy,6,9.8,9.8,6.3,78.85,71.7,19.3
True,False,Partially cloudy,7,10.1,10.1,5.9,74.69,83.7,13.7
True,False,Partially cloudy,8,10.1,10.1,5.2,71.17,89.9,14.7
True,False,"Rain, Partially cloudy",9,6.1,6.1,3.6,84.05,86.9,8.0
True,False,"Rain, Partially cloudy",10,4.5,4.5,3.0,90.0,90.0,9.1
True,False,"Rain, Partially cloudy",11,4.0,4.0,2.3,88.71,90.0,8.4
True,False,"Rain, Partially cloudy",12,5.1,5.1,2.8,85.11,71.5,19.3
True,False,Partially cloudy,13,6.5,6.5,2.2,73.53,65.3,22.4
True,False,Partially cloudy,14,7.8,7.8,1.5,64.44,59.1,20.9
True,False,Partially cloudy,15,7.8,7.8,0.9,61.28,54.5,22.4
True,False,Partially cloudy,16,7.8,7.8,0.1,58.25,62.2,22.4
True,False,Partially cloudy,17,7.3,7.3,-0.8,56.06,27.1,22.4
True,False,Clear,18,6.6,6.6,-0.7,59.68,0.0,22.4
True,False,Clear,19,6.3,6.3,-0.5,61.81,0.0,22.4
True,False,Clear,20,6.0,6.0,-0.4,63.57,0.0,22.4
True,False,Clear,21,5.1,1.8,0.3,71.18,15.1,22.4
True,False,Clear,22,4.8,4.8,1.1,76.99,0.0,22.4
True,False,Clear,23,4.6,4.6,1.6,80.91,0.0,22.4
False,False,Clear,0,4.1,4.1,1.3,82.01,0.0,22.4
False,False,Clear,1,4.1,4.1,1.3,81.99,0.0,22.4
False,False,Clear,2,3.6,-0.3,1.0,83.12,0.0,22.4
False,False,Clear,3,3.5,3.5,0.8,82.52,0.0,22.4
False,False,Clear,4,3.6,-0.1,0.6,80.78,0.0,22.4
False,False,Clear,5,3.0,3.0,0.6,84.25,0.0,22.4
False,False,Clear,6,2.8,2.8,0.3,83.62,0.0,20.9
False,False,Clear,7,2.3,2.3,0.1,85.39,0.0,20.9
False,False,Clear,8,2.9,2.9,0.8,86.66,5.0,20.9
False,False,Clear,9,3.8,3.8,1.3,83.75,5.0,14.3
False,False,Clear,10,4.9,4.9,1.9,80.91,0.0,15.9
False,False,Clear,11,7.6,7.6,3.1,73.17,0.0,17.8
False,False,Partially cloudy,12,9.3,9.3,3.1,65.24,22.4,22.4
False,False,Partially cloudy,13,10.1,10.1,3.3,62.72,50.0,14.3
False,False,Partially cloudy,14,10.6,10.6,3.8,62.83,80.7,17.8
False,False,Partially cloudy,15,10.3,10.3,3.8,64.09,90.0,20.9
False,False,Partially cloudy,16,10.1,10.1,4.1,66.33,68.6,22.4
False,False,Partially cloudy,17,10.1,10.1,4.6,68.24,80.7,15.0
False,False,Partially cloudy,18,9.8,9.8,4.7,70.11,80.6,16.2
False,False,Partially cloudy,19,9.8,9.8,5.3,73.58,77.6,15.3
False,False,Partially cloudy,20,10.0,10.0,5.6,74.13,89.9,14.0
False,False,Partially cloudy,21,10.0,10.0,5.6,74.14,90.0,14.3
False,False,Partially cloudy,22,10.3,10.3,5.6,72.67,89.9,16.2
False,False,Overcast,23,10.0,10.0,6.3,77.82,93.0,17.8
False,False,Partially cloudy,0,10.1,10.1,6.1,76.24,86.9,19.3
False,False,Partially cloudy,1,10.3,10.3,6.2,75.25,89.9,18.9
False,False,"Rain, Partially cloudy",2,9.6,6.1,7.0,83.86,89.9,11.2
False,False,Partially cloudy,3,9.5,9.5,7.0,84.42,90.0,16.2
False,False,Overcast,4,9.6,6.0,7.1,84.44,93.0,16.2
False,False,Partially cloudy,5,9.6,9.6,7.5,86.78,90.0,17.8
False,False,Partially cloudy,6,9.8,6.1,7.5,85.63,90.0,16.6
False,False,"Rain, Partially cloudy",7,9.8,9.8,7.8,87.39,80.7,13.8
False,False,"Rain, Overcast",8,9.8,9.8,8.1,89.18,93.0,9.3
False,False,"Rain, Partially cloudy",9,9.8,9.8,8.3,90.35,80.7,20.9
False,False,"Rain, Partially cloudy",10,10.0,10.0,6.0,76.2,77.6,22.4
False,False,Partially cloudy,11,10.0,10.0,4.2,66.79,59.5,20.9
False,False,"Rain, Partially cloudy",12,10.3,10.3,4.5,67.31,65.2,22.4
False,False,Partially cloudy,13,11.0,11.0,4.1,62.48,77.6,22.4
False,False,Partially cloudy,14,11.3,11.3,4.1,61.24,71.7,13.1
False,False,Partially cloudy,15,12.1,12.1,4.1,58.13,37.9,22.4
False,False,Partially cloudy,16,10.6,10.6,4.2,64.2,65.3,22.4
False,False,Partially cloudy,17,9.8,9.8,3.9,66.31,33.1,22.4
False,False,Partially cloudy,18,9.3,9.3,4.1,69.95,77.8,22.4
False,False,Partially cloudy,19,8.8,8.8,2.2,62.9,64.8,22.4
False,False,Clear,20,7.8,7.8,1.3,63.51,0.0,22.4
False,False,Clear,21,7.5,3.8,0.3,60.32,3.1,22.4
False,False,Partially cloudy,22,7.3,7.3,-0.1,59.01,50.0,22.4
False,False,Clear,23,7.0,7.0,-0.5,58.94,0.0,20.9
True,False,Partially cloudy,0,5.6,5.6,-0.1,66.31,50.2,20.9
True,False,Clear,1,5.6,5.6,0.3,68.74,16.7,16.2
True,False,Clear,2,5.8,5.8,0.3,67.82,0.0,17.8
True,False,Partially cloudy,3,4.6,4.6,0.4,73.69,80.7,15.9
True,False,Clear,4,4.5,1.2,0.6,75.84,16.7,16.2
True,False,Clear,5,3.3,3.3,0.3,80.73,0.0,16.2
True,False,Partially cloudy,6,3.3,1.3,0.6,82.49,27.9,16.2
True,False,Clear,7,2.3,2.3,0.3,86.61,16.7,15.3
True,False,Clear,8,2.6,2.6,0.3,84.83,0.0,14.3
True,False,Clear,9,4.3,4.3,1.3,80.88,0.0,12.8
True,False,Clear,10,5.8,5.8,1.7,74.44,0.0,15.6
True,False,Clear,11,7.6,7.6,2.6,70.63,0.0,12.5
True,False,Clear,12,9.3,9.3,3.1,65.21,16.7,16.2
True,False,Partially cloudy,13,9.6,9.6,1.4,56.24,53.3,14.7
True,False,Partially cloudy,14,10.5,10.5,1.7,54.13,62.6,17.8
True,False,Overcast,15,9.5,9.5,2.9,63.04,93.0,17.8
True,False,Overcast,16,9.3,6.8,4.2,70.0,96.9,19.3
True,False,Overcast,17,9.6,9.6,4.9,72.05,100.0,15.9
True,False,Overcast,18,9.6,9.6,6.2,78.85,100.0,16.2
True,False,Overcast,19,9.8,9.8,7.1,83.32,96.9,8.8
True,False,Overcast,20,9.8,9.8,7.9,87.39,100.0,7.5
True,False,Overcast,21,10.1,10.1,8.7,90.43,93.0,7.6
True,False,Overcast,22,10.6,10.6,8.5,86.85,93.0,10.0
True,False,Overcast,23,11.1,11.1,7.3,77.45,93.0,22.4
True,False,Overcast,0,10.8,10.8,7.1,77.93,93.0,22.4
True,False,Overcast,1,10.6,10.6,6.8,77.36,96.9,22.4
True,False,Overcast,2,10.8,10.8,6.5,74.79,100.0,22.4
True,False,Overcast,3,10.8,10.8,6.6,75.31,100.0,22.4
True,False,Overcast,4,10.8,10.8,6.8,76.34,100.0,22.4
True,False,Overcast,5,10.6,10.6,6.3,74.75,100.0,22.4
True,False,Overcast,6,10.6,10.6,6.3,74.75,100.0,20.9
True,False,Overcast,7,10.3,10.3,5.6,72.64,100.0,22.4
True,False,Overcast,8,10.6,10.6,5.8,72.2,96.2,22.4
True,False,Overcast,9,11.1,11.1,6.1,71.32,96.2,22.4
True,False,Overcast,10,11.8,11.8,6.1,68.1,96.2,22.4
True,False,Overcast,11,12.1,12.1,6.5,68.62,96.2,22.4
True,False,Overcast,12,12.0,12.0,6.5,69.07,96.2,20.9
True,False,Overcast,13,12.3,12.3,6.6,68.21,96.2,22.4
True,False,Overcast,14,12.6,12.6,6.6,66.87,100.0,22.4
True,False,Overcast,15,12.1,12.1,6.3,67.69,100.0,22.4
True,False,Overcast,16,12.0,12.0,6.3,68.13,96.2,22.4
True,False,Overcast,17,11.8,11.8,6.5,69.98,96.2,22.4
True,False,Overcast,18,11.3,11.3,6.3,71.34,96.2,22.4
True,False,Overcast,19,11.6,11.6,5.9,67.63,96.2,22.4
True,False,Overcast,20,11.1,11.1,6.5,73.33,96.2,22.4
True,False,Overcast,21,10.8,10.8,6.6,75.32,96.9,22.4
True,False,Overcast,22,10.3,10.3,7.0,80.02,96.9,22.4
True,False,Overcast,23,10.1,10.1,7.1,81.66,96.9,11.6
True,False,Overcast,0,10.0,10.0,7.1,82.2,93.0,17.8
True,False,Overcast,1,10.0,10.0,7.1,82.2,96.9,17.8
True,False,Partially cloudy,2,10.0,10.0,7.1,82.21,83.7,14.7
True,False,Overcast,3,9.8,9.8,7.1,83.32,93.0,22.4
True,False,Partially cloudy,4,9.6,9.6,7.0,83.87,89.9,20.9
True,False,Overcast,5,9.8,9.8,7.1,83.31,93.0,19.3
True,False,Partially cloudy,6,9.1,9.1,6.8,85.56,44.1,11.2
True,False,Partially cloudy,7,8.3,8.3,6.8,90.29,45.5,19.3
True,False,Partially cloudy,8,8.6,8.6,6.8,88.49,53.1,22.4
True,False,Partially cloudy,9,9.3,9.3,6.8,84.39,71.5,22.4
True,False,Partially cloudy,10,10.0,10.0,7.0,81.63,90.0,22.4
True,False,Partially cloudy,11,11.1,11.1,7.3,77.44,68.2,19.3
True,False,Partially cloudy,12,11.8,11.8,7.1,72.94,74.5,22.4
True,False,Partially cloudy,13,13.1,13.1,7.8,70.24,74.6,19.3
True,False,Partially cloudy,14,13.6,13.6,7.3,65.74,80.6,20.9
True,False,Overcast,15,12.6,12.6,7.0,68.75,93.0,22.4
True,False,Overcast,16,12.3,12.3,7.3,71.56,93.0,22.4
True,False,Overcast,17,11.6,11.6,7.6,76.48,96.2,22.4
True,False,Partially cloudy,18,11.1,11.1,7.8,80.14,90.0,20.9
True,False,Partially cloudy,19,10.3,10.3,8.0,85.68,86.9,22.4
True,False,Overcast,20,10.8,10.8,8.1,83.46,93.0,17.8
True,False,Partially cloudy,21,10.6,10.6,8.3,85.73,89.9,9.3
True,False,"Rain, Overcast",22,9.3,9.3,8.1,92.24,93.8,5.1
True,False,"Rain, Partially cloudy",23,9.1,8.7,7.8,91.63,90.0,5.5
True,False,"Rain, Overcast",0,8.8,8.8,8.1,95.37,96.2,7.5
True,False,"Rain, Overcast",1,8.3,8.3,6.8,90.29,96.2,7.8
True,False,Overcast,2,8.1,8.1,6.6,90.26,96.2,7.5
True,False,Partially cloudy,3,7.8,7.8,4.2,77.53,90.0,14.7
True,False,Partially cloudy,4,7.1,7.1,3.4,76.89,62.6,22.4
True,False,Partially cloudy,5,6.6,6.6,3.7,81.25,66.4,22.4
True,False,Partially cloudy,6,6.3,6.3,3.8,84.1,69.5,22.4
True,False,Partially cloudy,7,6.5,6.5,3.8,82.96,50.4,22.4
True,False,Partially cloudy,8,6.3,6.3,3.6,82.9,50.4,19.3
True,False,Partially cloudy,9,6.6,6.6,3.6,81.21,69.5,19.3
True,False,Partially cloudy,10,7.0,7.0,2.9,74.7,50.4,19.3
True,False,Partially cloudy,11,7.1,7.1,2.3,71.56,50.4,20.9
True,False,Partially cloudy,12,8.1,8.1,0.9,60.08,65.7,20.9
True,False,Partially cloudy,13,7.8,7.8,0.2,58.3,65.7,19.3
True,False,Partially cloudy,14,8.1,8.1,1.1,61.35,62.6,22.4
True,False,Partially cloudy,15,8.0,8.0,0.2,57.49,59.3,22.4
True,False,Partially cloudy,16,7.8,7.8,-0.1,57.03,49.8,19.3
True,False,Partially cloudy,17,7.1,7.1,-0.2,59.79,59.3,20.9
True,False,Clear,18,7.0,7.0,-0.2,60.2,5.0,20.9
True,False,Partially cloudy,19,6.0,6.0,-0.5,63.08,30.3,22.4
True,False,Clear,20,5.5,5.5,-1.4,60.74,5.0,22.4
True,False,Clear,21,4.8,4.8,-1.1,65.19,0.0,22.4
True,False,Clear,22,4.3,4.3,-0.7,69.99,0.0,22.4
True,False,Clear,23,4.1,1.4,-0.7,70.99,0.0,22.4
True,False,Clear,0,3.8,3.8,-0.4,74.1,0.0,22.4
True,False,Clear,1,3.6,3.6,-0.2,76.26,0.0,19.3
True,False,Clear,2,3.0,0.2,-0.2,79.54,0.0,19.3
True,False,Clear,3,2.8,2.8,-0.2,80.67,0.0,19.3
True,False,Clear,4,1.8,1.8,-0.4,85.38,0.0,19.3
True,False,Clear,5,1.3,1.3,-0.5,87.82,0.0,19.3
True,False,Clear,6,1.6,-0.9,0.1,89.77,0.0,20.9
True,False,Partially cloudy,7,2.5,2.5,0.5,86.68,71.4,19.3
True,False,Partially cloudy,8,2.5,2.5,0.3,85.45,46.9,19.3
True,False,Partially cloudy,9,3.8,3.8,1.3,83.76,67.7,16.2
True,False,Clear,10,4.8,4.8,1.6,79.76,16.7,16.2
True,False,Clear,11,7.6,7.6,1.8,66.73,16.7,15.0
True,False,Partially cloudy,12,8.6,8.6,1.8,62.32,30.0,19.3
True,False,Partially cloudy,13,8.5,8.5,-0.4,53.19,47.2,20.9
True,False,Partially cloudy,14,8.6,8.6,-0.7,52.06,62.4,16.2
True,False,Partially cloudy,15,8.3,8.3,-0.8,52.38,65.3,20.9
True,False,Partially cloudy,16,8.0,8.0,-0.4,55.42,71.4,22.4
True,False,Partially cloudy,17,7.6,7.6,-0.8,54.94,71.7,22.4
True,False,Partially cloudy,18,6.8,6.8,0.8,65.63,65.4,22.4
True,False,Partially cloudy,19,5.8,5.8,0.8,70.31,57.1,19.3
True,False,Partially cloudy,20,5.3,5.3,1.1,74.37,30.3,17.8
True,False,Clear,21,4.6,4.6,1.1,78.07,0.0,22.4
True,False,Clear,22,4.3,4.3,1.3,80.89,5.0,17.8
True,False,Partially cloudy,23,3.6,3.6,1.1,83.73,30.2,20.9
False,False,Partially cloudy,0,3.3,3.3,1.0,84.9,36.4,22.4
False,False,Clear,1,3.6,3.6,1.1,83.74,15.5,20.9
False,False,Partially cloudy,2,3.6,1.8,1.1,83.73,53.3,22.4
False,False,Partially cloudy,3,4.1,4.1,1.1,80.86,66.4,22.4
False,False,Partially cloudy,4,4.8,4.8,1.8,80.96,69.5,22.4
False,False,Partially cloudy,5,4.5,4.5,1.3,79.77,65.7,19.3
False,False,Partially cloudy,6,4.3,4.3,1.6,82.61,62.6,20.9
False,False,Partially cloudy,7,4.6,4.6,1.6,80.89,25.2,19.3
False,False,Partially cloudy,8,5.3,5.3,2.1,79.84,59.5,22.4
False,False,Partially cloudy,9,6.1,6.1,2.3,76.63,62.6,19.3
False,False,Partially cloudy,10,6.8,6.8,1.6,69.02,90.0,16.2
False,False,Partially cloudy,11,7.1,7.1,1.2,65.7,83.7,20.9
False,False,Partially cloudy,12,8.3,8.3,1.0,60.1,63.5,17.8
False,False,Partially cloudy,13,9.5,9.5,-1.1,47.27,27.9,16.2
False,False,Partially cloudy,14,8.8,8.8,-1.1,49.54,50.2,16.2
False,False,Partially cloudy,15,8.3,8.3,-0.4,53.94,50.2,20.9
False,False,Clear,16,7.6,7.6,0.1,58.66,5.0,22.4
False,False,Clear,17,6.6,6.6,0.6,65.54,15.1,22.4
False,False,Partially cloudy,18,6.1,6.1,0.8,68.81,40.4,20.9
False,False,Overcast,19,6.0,6.0,1.1,70.82,90.7,22.4
False,False,Partially cloudy,20,6.3,6.3,1.1,69.39,81.4,20.9
False,False,Overcast,21,6.8,6.8,2.0,71.5,96.9,20.9
False,False,Overcast,22,7.0,7.0,3.4,77.36,100.0,16.2
False,False,Overcast,23,7.1,7.1,4.1,81.25,100.0,12.8
False,False,Overcast,0,7.5,7.5,4.3,80.19,96.9,13.7
False,False,Overcast,1,7.5,7.5,4.6,81.34,96.9,13.1
False,False,Overcast,2,7.5,7.5,5.1,84.79,100.0,8.8
False,False,Overcast,3,7.8,7.8,5.4,84.27,100.0,7.8
False,False,Overcast,4,7.6,7.6,5.9,88.42,100.0,10.6
False,False,Overcast,5,8.0,8.0,5.7,84.85,100.0,12.8
False,False,Overcast,6,8.1,8.1,5.3,82.53,100.0,12.8
False,False,Overcast,7,7.8,7.8,4.8,81.35,96.2,16.2
False,False,Partially cloudy,8,7.8,7.8,4.3,78.57,89.9,17.8
False,False,Partially cloudy,9,8.1,8.1,4.6,78.59,80.7,16.2
False,False,Overcast,10,8.3,8.3,4.8,78.64,93.0,19.3
False,False,Overcast,11,8.3,8.3,4.7,77.56,96.2,19.3
False,False,Overcast,12,8.6,8.6,4.7,76.01,96.2,16.2
False,False,Overcast,13,9.0,9.0,4.9,75.04,96.2,19.3
False,False,"Rain, Overcast",14,8.0,8.0,5.8,86.02,93.0,9.8
False,False,"Rain, Overcast",15,8.0,8.0,6.6,90.9,93.0,7.9
False,False,"Rain, Overcast",16,8.5,8.5,7.3,92.18,96.9,8.2
False,False,"Rain, Overcast",17,9.1,9.1,7.8,91.59,96.2,6.9
False,False,"Rain, Overcast",18,9.3,9.3,8.1,92.22,96.9,7.2
False,False,"Rain, Overcast",19,9.6,9.6,8.3,91.6,96.2,7.8
False,False,"Rain, Overcast",20,9.8,9.8,8.6,92.24,96.2,7.8
False,False,"Rain, Overcast",21,10.1,10.1,8.6,90.42,96.9,7.8
False,False,"Rain, Partially cloudy",22,10.1,10.1,8.8,91.66,89.9,6.7
False,False,"Rain, Partially cloudy",23,9.8,9.8,9.0,94.79,71.7,8.5
True,False,"Rain, Partially cloudy",0,9.3,9.3,8.6,95.38,90.0,8.3
True,False,"Rain, Partially cloudy",1,9.1,9.1,8.5,96.02,89.9,20.8
True,False,"Rain, Partially cloudy",2,8.3,8.3,7.3,93.43,90.0,10.9
True,False,"Rain, Partially cloudy",3,8.1,8.1,7.3,94.69,86.9,20.9
True,False,Partially cloudy,4,8.0,8.0,6.3,89.04,89.9,22.4
True,False,Partially cloudy,5,7.5,7.5,5.6,87.75,71.7,22.4
True,False,Partially cloudy,6,6.8,6.8,4.6,85.89,62.6,22.4
True,False,Partially cloudy,7,5.8,5.8,4.1,88.83,20.9,22.4
True,False,Partially cloudy,8,6.1,6.1,4.0,86.42,30.0,22.4
True,False,Partially cloudy,9,6.8,6.8,4.3,84.1,38.8,17.8
True,False,Partially cloudy,10,8.1,8.1,4.6,78.59,33.1,17.8
True,False,Partially cloudy,11,9.1,9.1,3.8,69.48,59.1,22.4
True,False,Overcast,12,9.0,9.0,4.1,71.41,93.0,20.9
True,False,Overcast,13,9.1,9.1,3.9,69.47,93.0,22.4
True,False,Partially cloudy,14,9.1,9.1,4.2,70.97,80.7,22.4
True,False,Partially cloudy,15,9.1,9.1,5.1,76.05,86.9,22.4
True,False,Partially cloudy,16,9.3,9.3,4.6,72.48,86.9,22.4
True,False,"Rain, Overcast",17,7.3,7.3,4.8,84.14,93.0,22.4
True,False,"Rain, Partially cloudy",18,6.6,6.6,4.1,84.11,74.6,10.9
True,False,Partially cloudy,19,6.6,6.6,4.3,85.28,74.7,13.7
True,False,Partially cloudy,20,7.0,7.0,4.3,82.98,62.2,11.2
True,False,Partially cloudy,21,7.0,7.0,4.3,82.94,89.9,22.4
True,False,Partially cloudy,22,6.6,6.6,3.3,79.5,74.6,22.4
True,False,Partially cloudy,23,6.1,3.1,3.3,82.25,40.4,22.4
True,False,Clear,0,5.3,5.3,2.3,81.01,0.0,22.4
True,False,Clear,1,4.8,4.8,1.6,79.8,0.0,22.4
True,False,Clear,2,4.0,4.0,1.5,83.77,0.0,22.4
True,False,Clear,3,3.6,3.6,1.6,86.76,0.0,22.4
True,False,Clear,4,2.9,2.9,1.3,89.83,0.0,22.4
True,False,Partially cloudy,5,3.5,3.5,1.8,88.65,27.9,22.4
True,False,Partially cloudy,6,4.1,1.3,2.1,86.84,62.6,22.4
True,False,Overcast,7,5.1,5.1,2.6,83.92,93.1,20.9
True,False,Partially cloudy,8,6.6,6.6,4.1,84.1,90.0,14.3
True,False,Partially cloudy,9,7.6,7.6,5.3,85.38,74.7,12.2
True,False,Partially cloudy,10,9.1,9.1,6.3,82.65,86.9,14.3
True,False,"Rain, Partially cloudy",11,9.6,9.6,7.1,84.44,77.8,12.3
True,False,"Rain, Partially cloudy",12,10.0,10.0,7.3,83.35,90.0,8.9
True,False,"Rain, Overcast",13,9.6,6.1,8.1,90.39,93.0,8.3
True,False,"Rain, Partially cloudy",14,9.6,9.6,8.1,90.38,77.6,8.9
True,False,"Rain, Partially cloudy",15,9.6,9.6,8.6,93.48,80.6,9.2
True,False,"Rain, Partially cloudy",16,8.3,8.3,7.5,94.71,86.9,15.3
True,False,Partially cloudy,17,8.7,8.7,8.0,95.99,80.7,8.8
True,False,"Rain, Overcast",18,9.3,9.3,8.1,92.2,93.8,7.8
True,False,Partially cloudy,19,9.0,9.0,8.0,93.44,59.5,19.3
True,False,Partially cloudy,20,9.3,9.3,8.1,92.23,66.3,10.0
True,False,Overcast,21,9.3,9.3,8.3,93.48,90.7,8.6
True,False,"Rain, Partially cloudy",22,9.5,9.5,8.5,93.49,50.2,10.3
True,False,"Rain, Partially cloudy",23,9.3,9.3,8.1,92.23,63.3,7.8
True,False,"Rain, Partially cloudy",0,9.3,9.3,8.1,92.23,80.6,7.8
True,False,"Rain, Partially cloudy",1,9.3,9.3,8.3,93.48,74.5,6.2
True,False,"Rain, Overcast",2,10.1,10.1,9.3,94.78,96.2,7.8
True,False,Overcast,3,11.3,11.3,10.1,92.33,96.9,8.8
True,False,Overcast,4,11.8,11.8,10.1,89.34,96.9,20.9
True,False,Overcast,5,12.1,12.1,10.7,90.57,93.0,20.5
True,False,Overcast,6,11.7,11.7,11.0,96.09,93.0,8.1
True,False,"Rain, Overcast",7,11.8,11.8,11.3,96.73,93.0,8.4
True,False,Partially cloudy,8,12.6,12.6,10.3,85.88,89.9,16.2
True,False,Partially cloudy,9,13.0,13.0,9.3,78.27,74.7,12.2
True,False,Overcast,10,13.1,13.1,9.1,76.72,93.0,12.5
True,False,Partially cloudy,11,14.3,14.3,9.3,71.92,66.9,11.2
True,False,Partially cloudy,12,15.3,15.3,10.0,70.69,86.9,13.7
True,False,Overcast,13,15.0,15.0,10.7,75.02,96.9,17.8
True,False,Overcast,14,13.8,13.8,11.7,86.63,93.0,5.0
True,False,Partially cloudy,15,13.6,13.6,12.3,91.84,89.9,9.1
True,False,Overcast,16,14.5,14.5,12.3,86.68,96.2,9.7
True,False,"Rain, Overcast",17,14.3,14.3,12.3,87.79,96.9,6.5
True,False,"Rain, Overcast",18,13.6,13.6,12.5,93.05,96.9,8.1
True,False,"Rain, Overcast",19,14.3,14.3,11.8,84.91,93.0,8.8
True,False,Partially cloudy,20,14.1,14.1,10.2,76.89,80.7,22.4
True,False,Partially cloudy,21,13.1,13.1,9.8,80.41,86.9,8.4
True,False,Partially cloudy,22,13.0,13.0,8.7,74.69,86.9,11.6
True,False,Partially cloudy,23,12.1,12.1,5.9,65.43,62.2,12.2
True,False,"Rain, Partially cloudy",0,11.3,11.3,5.6,67.99,62.2,10.9
True,False,Partially cloudy,1,10.6,10.6,6.3,74.72,86.9,10.3
True,False,Partially cloudy,2,11.1,11.1,4.8,65.19,74.6,10.6
True,False,Overcast,3,10.1,10.1,4.5,68.2,96.2,10.3
True,False,Overcast,4,9.8,9.8,4.3,68.62,93.1,10.0
True,False,Partially cloudy,5,9.6,9.6,4.3,69.57,90.0,9.0
True,False,"Rain, Partially cloudy",6,8.4,8.4,5.5,82.47,65.3,11.2
True,False,Partially cloudy,7,8.6,8.6,4.3,74.39,24.0,11.6
True,False,Clear,8,8.6,8.6,3.3,69.37,16.7,12.5
True,False,Clear,9,9.0,9.0,4.0,70.89,14.7,16.2
True,False,Partially cloudy,10,9.5,9.5,1.2,55.84,45.5,19.3
True,False,Partially cloudy,11,10.3,10.3,2.1,56.43,80.7,16.2
