target
582
348
288
166
110
172
347
747
1281
1854
2170
2657
2819
2682
2883
2561
2298
1987
1530
1087
952
832
780
673
537
376
302
158
101
148
236
503
999
1686
2301
2751
2777
2726
2699
2274
1738
1317
961
739
553
415
243
110
71
55
35
48
136
630
1620
2948
1643
1032
996
1208
1269
1223
1367
1745
2717
2845
1930
1250
808
564
364
200
94
41
50
62
160
798
1980
3751
1879
1190
1129
1429
1450
1405
1535
1982
3255
3518
2309
1493
1094
846
385
257
141
70
59
72
156
791
2045
3868
2080
1221
1223
1463
1428
1371
1465
2002
3246
3404
2329
1453
1108
904
574
264
185
80
70
80
170
760
2056
3892
2095
1289
1109
1416
1396
1301
1549
1884
3032
3198
2221
1387
1093
1050
690
204
18
6
24
75
153
608
1516
1520
638
634
894
1275
1412
1366
1584
1915
2488
2455
1811
1164
780
779
715
585
423
286
215
131
113
164
375
690
1257
1786
2250
2566
2866
2399
2441
2399
1838
1557
1378
1091
797
635
667
514
333
251
218
142
78
99
147
205
609
1121
1553
1932
1980
2023
2010
1835
1684
1235
926
646
500
419
276
165
76
34
36
62
155
635
1727
3098
1680
1048
1065
1338
1407
1279
1389
1786
2777
2969
2114
1327
848
640
350
191
107
56
46
56
174
792
2144
3840
2043
1179
1136
1365
1409
1266
1471
2012
3276
3334
2360
1411
1071
851
382
257
147
95
60
66
159
798
2150
3936
2137
1306
1281
1542
1453
1404
1578
1889
3188
3398
2231
1388
724
670
349
166
58
42
40
54
152
780
2143
4211
2130
1253
1079
1366
1420
1350
1498
1957
3130
3263
2203
1423
1092
934
594
359
197
128
87
74
162
615
1551
2765
1793
1254
1289
1616
1658
1588
1761
2113
2618
2603
1751
1134
853
781
681
548
434
293
205
126
84
163
361
783
1291
1681
2152
2301
2728
2647
2633
2406
1932
1488
1358
884
691
650
661
577
441
374
233
127
97
144
217
454
896
1367
1587
1858
1004
674
469
520
520
413
382
370
189
193
125
81
57
43
147
60
138
595
1447
2526
1504
1046
1097
1293
1138
1151
1314
1312
1994
2382
1558
1057
771
582
407
233
135
70
45
66
153
713
1889
3196
1689
820
484
545
463
480
478
1104
2354
2575
1863
1036
752
564
237
132
75
56
42
66
137
574
1680
3107
1718
1114
1159
1372
1267
1120
1170
1437
2158
2361
1741
1160
873
808
493
247
111
84
54
67
129
621
1762
3243
1822
1131
1279
1516
1504
1423
1607
1944
2268
2824
1876
1311
1015
901
693
392
193
99
68
89
117
360
814
1331
823
544
501
570
534
559
552
856
1320
1365
1126
663
559
472
445
362
291
257
171
110
74
140
300
674
1144
1609
1654
716
487
525
984
1209
1325
1148
993
745
655
643
543
